% Version 1.00
%
%time[s];Trc1_S11[dB];
-1.000000000000000E-009,-5.197909748673506E+000,
-9.333166666666668E-010,-5.192281099990323E+000,
-8.666333333333334E-010,-5.186698145455083E+000,
-7.999500000000001E-010,-5.181160866404442E+000,
-7.332666666666668E-010,-5.175669244326071E+000,
-6.665833333333335E-010,-5.170223260858315E+000,
-5.999000000000001E-010,-5.164822897789859E+000,
-5.332166666666668E-010,-5.159468137059406E+000,
-4.665333333333334E-010,-5.154158960755335E+000,
-3.998500000000001E-010,-5.148895351115391E+000,
-3.331666666666668E-010,-5.143677290526351E+000,
-2.664833333333335E-010,-5.138504761523716E+000,
-1.998000000000001E-010,-5.133377746791384E+000,
-1.331166666666668E-010,-5.128296229161343E+000,
-6.643333333333345E-011,-5.123260191613362E+000,
2.499999999998699E-013,-5.118269617274678E+000,
6.693333333333319E-011,-5.113324489419690E+000,
1.336166666666665E-010,-5.108424791469668E+000,
2.002999999999998E-010,-5.103570506992435E+000,
2.669833333333331E-010,-5.098761619702092E+000,
3.336666666666665E-010,-5.093998113458701E+000,
4.003499999999998E-010,-5.089279972268013E+000,
4.670333333333331E-010,-5.084607180281166E+000,
5.337166666666664E-010,-5.079979721794412E+000,
6.003999999999999E-010,-5.075397581248815E+000,
6.670833333333332E-010,-5.070860743229991E+000,
7.337666666666665E-010,-5.066369192467822E+000,
8.004499999999999E-010,-5.061922913836166E+000,
8.671333333333332E-010,-5.057521892352614E+000,
9.338166666666665E-010,-5.053166113178189E+000,
1.000500000000000E-009,-5.048855561617104E+000,
1.067183333333333E-009,-5.044590223116476E+000,
1.133866666666666E-009,-5.040370083266085E+000,
1.200550000000000E-009,-5.036195127798092E+000,
1.267233333333333E-009,-5.032065342586800E+000,
1.333916666666666E-009,-5.027980713648390E+000,
1.400600000000000E-009,-5.023941227140673E+000,
1.467283333333333E-009,-5.019946869362834E+000,
1.533966666666666E-009,-5.015997626755194E+000,
1.600650000000000E-009,-5.012093485898957E+000,
1.667333333333333E-009,-5.008234433515979E+000,
1.734016666666666E-009,-5.004420456468515E+000,
1.800700000000000E-009,-5.000651541758994E+000,
1.867383333333333E-009,-4.996927676529773E+000,
1.934066666666666E-009,-4.993248848062916E+000,
2.000750000000000E-009,-4.989615043779959E+000,
2.067433333333333E-009,-4.986026251241682E+000,
2.134116666666666E-009,-4.982482458147887E+000,
2.200800000000000E-009,-4.978983652337169E+000,
2.267483333333333E-009,-4.975529821786709E+000,
2.334166666666667E-009,-4.972120954612046E+000,
2.400850000000000E-009,-4.968757039066860E+000,
2.467533333333333E-009,-4.965438063542774E+000,
2.534216666666666E-009,-4.962164016569128E+000,
2.600900000000000E-009,-4.958934886812770E+000,
2.667583333333333E-009,-4.955750663077873E+000,
2.734266666666667E-009,-4.952611334305701E+000,
2.800950000000000E-009,-4.949516889574432E+000,
2.867633333333333E-009,-4.946467318098952E+000,
2.934316666666666E-009,-4.943462609230649E+000,
3.001000000000000E-009,-4.940502752457233E+000,
3.067683333333333E-009,-4.937587737402545E+000,
3.134366666666667E-009,-4.934717553826348E+000,
3.201049999999999E-009,-4.931892191624167E+000,
3.267733333333333E-009,-4.929111640827079E+000,
3.334416666666667E-009,-4.926375891601557E+000,
3.401100000000000E-009,-4.923684934249265E+000,
3.467783333333334E-009,-4.921038759206897E+000,
3.534466666666666E-009,-4.918437357045990E+000,
3.601150000000000E-009,-4.915880718472761E+000,
3.667833333333333E-009,-4.913368834327931E+000,
3.734516666666667E-009,-4.910901695586551E+000,
3.801200000000000E-009,-4.908479293357847E+000,
3.867883333333333E-009,-4.906101618885049E+000,
3.934566666666666E-009,-4.903768663545223E+000,
4.001250000000000E-009,-4.901480418849125E+000,
4.067933333333333E-009,-4.899236876441029E+000,
4.134616666666667E-009,-4.897038028098590E+000,
4.201300000000000E-009,-4.894883865732662E+000,
4.267983333333333E-009,-4.892774381387176E+000,
4.334666666666666E-009,-4.890709567238979E+000,
4.401350000000000E-009,-4.888689415597678E+000,
4.468033333333333E-009,-4.886713918905514E+000,
4.534716666666667E-009,-4.884783069737207E+000,
4.601399999999999E-009,-4.882896860799820E+000,
4.668083333333333E-009,-4.881055284932615E+000,
4.734766666666666E-009,-4.879258335106931E+000,
4.801450000000000E-009,-4.877506004426030E+000,
4.868133333333333E-009,-4.875798286124991E+000,
4.934816666666666E-009,-4.874135173570550E+000,
5.001499999999999E-009,-4.872516660261002E+000,
5.068183333333333E-009,-4.870942739826051E+000,
5.134866666666666E-009,-4.869413406026713E+000,
5.201550000000000E-009,-4.867928652755161E+000,
5.268233333333333E-009,-4.866488474034644E+000,
5.334916666666666E-009,-4.865092864019341E+000,
5.401600000000000E-009,-4.863741816994255E+000,
5.468283333333333E-009,-4.862435327375108E+000,
5.534966666666667E-009,-4.861173389708223E+000,
5.601650000000000E-009,-4.859955998670412E+000,
5.668333333333333E-009,-4.858783149068887E+000,
5.735016666666666E-009,-4.857654835841127E+000,
5.801700000000000E-009,-4.856571054054800E+000,
5.868383333333333E-009,-4.855531798907658E+000,
5.935066666666667E-009,-4.854537065727433E+000,
6.001750000000000E-009,-4.853586849971742E+000,
6.068433333333333E-009,-4.852681147227991E+000,
6.135116666666666E-009,-4.851819953213296E+000,
6.201800000000000E-009,-4.851003263774375E+000,
6.268483333333333E-009,-4.850231074887478E+000,
6.335166666666667E-009,-4.849503382658276E+000,
6.401849999999999E-009,-4.848820183321815E+000,
6.468533333333333E-009,-4.848181473242392E+000,
6.535216666666667E-009,-4.847587248913507E+000,
